"gene.id","protein.id","symbol","chr","start","end","r.raw","r.sex_adj","r.age_adj"
"ENSMUSG00000026827","ENSMUSP00000130992","Gpd2",2,57237635,57370719,0.650724758771872,0.664482548831539,0.67487135031416
"ENSMUSG00000068745","ENSMUSP00000088051","Mybphl",3,108364911,108380056,0.278827188574563,0.26923016749823,0.29103943379375
"ENSMUSG00000027680","ENSMUSP00000001620","Fxr1",3,34020079,34069342,0.209538955908089,0.198653013068372,0.184588772927354
"ENSMUSG00000000838","ENSMUSP00000085906","Fmr1",20,68678541,68717963,-0.133688034901257,-0.137892730307976,-0.116280721631452
"ENSMUSG00000027247","ENSMUSP00000106961","Arhgap1",2,91649860,91672326,0.413325683260114,0.438713257012297,0.458232365374477
"ENSMUSG00000021024","ENSMUSP00000021412","Psma6",12,55384222,55418454,0.0449945030589331,0.0738656903537175,-0.0159392160646655
"ENSMUSG00000027835","ENSMUSP00000125752","Pdcd10",3,75516490,75556856,0.0480756115055669,0.0979926411187326,0.0781670768359277
"ENSMUSG00000042520","ENSMUSP00000029553","Ubap2l",3,89999589,90052475,0.12894091105588,0.122186590247164,0.0172094835384421
"ENSMUSG00000015092","ENSMUSP00000015236","Edf1",2,25557847,25562082,0.0593936746987782,0.0743906278266711,0.0676864975881419
"ENSMUSG00000027804","ENSMUSP00000029382","Ppid",3,79591342,79603650,0.200674726030717,0.127051304968075,0.128896644262474
"ENSMUSG00000021868","ENSMUSP00000022419","Ppif",14,25694154,25700468,0.557047979268492,0.631442368624999,0.636563910395448
"ENSMUSG00000041476","ENSMUSP00000048522","Smpx",20,157698910,157752591,0.201352781870071,0.199380963378746,0.159840409164304
"ENSMUSG00000003477","ENSMUSP00000003569","Inmt",6,55170626,55175043,0.699247786621201,0.744876711477339,0.734101067593508
"ENSMUSG00000026083","ENSMUSP00000027252","Eif5b",1,37998010,38055579,-0.00272427593003927,-0.0661003070820226,-0.00803598464183792
"ENSMUSG00000028145","ENSMUSP00000062841","Them4",3,94310089,94332540,0.22663537910613,0.191125636727837,0.186080354320729
"ENSMUSG00000017221","ENSMUSP00000017365","Psmd3",11,98682554,98695979,0.0812391932914799,0.109998295500584,0.0817975074673495
"ENSMUSG00000035297","ENSMUSP00000048416","Cops4",5,100518309,100547803,0.0412778718361647,0.043503564844354,0.0224288697348724
"ENSMUSG00000004056","ENSMUSP00000103981","Akt2",7,27591552,27640826,0.253801831318979,0.156026353470607,0.368540590340324
"ENSMUSG00000001729","ENSMUSP00000001780","Akt1",12,112653821,112674884,0.278856153243879,0.306457122026094,0.375348802147338
"ENSMUSG00000031446","ENSMUSP00000016680","Cul4a",8,13105621,13147940,0.0794616755717831,0.107394867448141,0.0510619753174955
"ENSMUSG00000030612","ENSMUSP00000032841","Mrpl46",7,78775236,78783531,-0.0845315324057196,-0.0925640824920786,-0.0906568535558907
"ENSMUSG00000033860","ENSMUSP00000037018","Fgg",3,83007859,83015053,0.0445353443227334,0.0682260002505558,0.0336049110962955
"ENSMUSG00000027305","ENSMUSP00000106425","Ndufaf1",2,119655446,119662827,0.0242943241377229,0.0350437739454014,0.0414479747823536
"ENSMUSG00000026853","ENSMUSP00000099918","Crat",2,30400471,30415813,0.555727551979334,0.566135065922433,0.517268782595149
"ENSMUSG00000069049","ENSMUSP00000088736","Eif2s3y",21,1010543,1028847,-0.0568402420200806,0.0441002096724848,-0.0290999357715335
"ENSMUSG00000035150","ENSMUSP00000059395","Eif2s3x",20,94188707,94212862,0.648434522959553,0.135683246575676,0.687022873688581
"ENSMUSG00000002949","ENSMUSP00000003029","Timm44",8,4259731,4275913,0.224917610524665,0.127430425789054,0.249114462891256
"ENSMUSG00000040028","ENSMUSP00000096549","Elavl1",8,4284782,4325100,0.200726799445263,0.0765686632917768,0.189014173084331
"ENSMUSG00000026078","ENSMUSP00000027247","Pdcl3",1,38987814,38997236,0.231541534203709,0.185141751264367,0.233127665149501
"ENSMUSG00000015337","ENSMUSP00000015481","Endog",2,30171493,30174069,0.280556045601501,0.333804132566108,0.269566682362661
"ENSMUSG00000098274","ENSMUSP00000023269","RPL24",16,55966275,55971435,0.00984376122263589,0.0352249132086185,0.0411670452996757
"ENSMUSG00000003809","ENSMUSP00000003907","Gcdh",8,84886393,84893921,0.40947582608473,0.466317732115134,0.505864062067856
"ENSMUSG00000015165","ENSMUSP00000134734","Hnrnpl",7,28808541,28822266,0.356903503105473,0.305843902166841,0.368249252918054
"ENSMUSG00000077450","ENSMUSP00000110021","Rab11b",17,33742484,33760530,0.00488353997197021,0.0740644344771084,0.0899367332572926
"ENSMUSG00000023092","ENSMUSP00000023854","Fhl1",20,56731787,56793346,0.640714077356066,0.663374479045125,0.635707085156399
"ENSMUSG00000027566","ENSMUSP00000029082","Psma7",2,180036373,180042433,0.173162164807215,0.158100371732151,0.202124168052932
"ENSMUSG00000020717","ENSMUSP00000102408","Pecam1",11,106654217,106750628,0.277915107389041,0.371568215769338,0.368404427541408
"ENSMUSG00000024991","ENSMUSP00000025955","Eif3a",19,60761116,60790693,0.0465589214151471,0.123337292254126,0.0582694930519941
"ENSMUSG00000028517","ENSMUSP00000065719","Ppap2b",4,105157347,105232764,0.0489130529959111,0.0985290481057927,0.094071680653133
"ENSMUSG00000006818","ENSMUSP00000007012","Sod2",17,13007839,13018119,0.251235959225599,0.235016578846313,0.202392796133996
"ENSMUSG00000020720","ENSMUSP00000021063","Psmd12",11,107479484,107504362,0.0767958089321699,0.0929693243034212,0.1118530585428
"ENSMUSG00000063931","ENSMUSP00000075683","Pepd",7,34912379,35044710,0.333816664514458,0.337077668266699,0.286402224122692
"ENSMUSG00000019302","ENSMUSP00000044838","Atp6v0a1",11,101009452,101063719,0.00132713886071777,0.0464272460803641,-0.0336263699369303
"ENSMUSG00000001663","ENSMUSP00000001713","Gstt1",10,75783813,75798584,0.724754245310574,0.722695371976921,0.749472488806919
"ENSMUSG00000022193","ENSMUSP00000022803","Psmb5",14,54614120,54617995,0.0743205666813601,0.075259586956228,0.0665198008904662
"ENSMUSG00000026576","ENSMUSP00000027863","Atp1b1",1,164437267,164458355,0.329525434362738,0.377474832311397,0.40556290609664
"ENSMUSG00000004789","ENSMUSP00000060346","Dlst",12,85110833,85134091,0.295237286967944,0.259480247791117,0.305766741864536
"ENSMUSG00000003464","ENSMUSP00000075289","Pex19",1,172126755,172136493,0.37413890080418,0.29557149965602,0.391172418244926
"ENSMUSG00000052738","ENSMUSP00000065113","Suclg1",6,73248382,73276911,0.319743928434189,0.295367350101512,0.267389624169922
"ENSMUSG00000040952","ENSMUSP00000104067","Rps19",7,24884371,24889806,-0.108940754301733,-0.114923474486443,-0.0991392970977722
"ENSMUSG00000029198","ENSMUSP00000031099","Grpel1",5,36464998,36474080,0.268105530927205,0.219105632399182,0.29273476963559
"ENSMUSG00000028343","ENSMUSP00000030028","Erp44",4,48193323,48279558,0.0906174161662621,0.0898010976111401,0.00952409872359667
"ENSMUSG00000020745","ENSMUSP00000021091","Pafah1b1",11,74673949,74724670,0.0813231045641092,0.0780310151552763,0.161149835410653
"ENSMUSG00000027610","ENSMUSP00000078630","Gss",2,155563181,155592810,0.177963723483608,0.114251360292676,0.283130396911636
"ENSMUSG00000026879","ENSMUSP00000028239","Gsn",2,35279663,35307892,0.312035745219922,0.272502504749888,0.310495990762746
"ENSMUSG00000015016","ENSMUSP00000015160","Acsf3",8,122775505,122817880,0.595825592740146,0.629365374610926,0.632122116531646
"ENSMUSG00000026414","ENSMUSP00000137579","Tnnt2",1,135836386,135852260,0.0374186473274289,0.109588978930644,0.0896286327868253
"ENSMUSG00000028601","ENSMUSP00000051268","Echdc2",4,108165437,108179308,0.578307543034205,0.620908766271408,0.611692297545371
"ENSMUSG00000026172","ENSMUSP00000109362","Bcs1l",1,74588289,74592443,0.340974115687888,0.345535092711698,0.389281203928374
"ENSMUSG00000002395","ENSMUSP00000105681","Use1",8,71366848,71369732,0.295149600647386,0.293949771018049,0.331316926884805
"ENSMUSG00000025130","ENSMUSP00000026122","P4hb",11,120560298,120573253,0.202556682018021,0.27134684113244,0.233216195480394
"ENSMUSG00000033735","ENSMUSP00000048111","Spr",6,85133678,85137766,0.259720211750769,0.258701569426661,0.334174694629623
"ENSMUSG00000038991","ENSMUSP00000041839","Txndc5",13,38500273,38528824,0.173354405795374,0.162574480640035,0.149998640090342
"ENSMUSG00000037373","ENSMUSP00000078682","Ctbp1",5,33247724,33275004,-0.0295878079134553,-0.0106444780186038,0.00416687162685581
"ENSMUSG00000029499","ENSMUSP00000031472","Pxmp2",5,110274282,110286186,0.469771250958024,0.527415190123374,0.516928813238325
"ENSMUSG00000021794","ENSMUSP00000022322","Glud1",14,34310727,34345144,0.521059302002234,0.527675294603324,0.585929191563263
"ENSMUSG00000027806","ENSMUSP00000096688","Tsc22d2",3,58415689,58466787,-0.0218211110655178,0.0409226028148526,0.0424920743257052
"ENSMUSG00000024759","ENSMUSP00000132619","Atl3",19,7494040,7538608,0.195895665726656,0.24546903534517,0.253353109493246
"ENSMUSG00000059811","ENSMUSP00000064758","Atl2",17,79848392,79896123,0.27518962032089,0.291436359906793,0.25441161623167
"ENSMUSG00000027371","ENSMUSP00000028848","Fahd2a",2,127436215,127444565,0.57821452904562,0.583663912349865,0.652047988196447
"ENSMUSG00000020464","ENSMUSP00000020756","Pnpt1",11,29130744,29161828,0.370537345549026,0.322995826767474,0.300414259551035
"ENSMUSG00000060679","ENSMUSP00000056855","Mrps9",1,42851233,42905682,0.227047695444865,0.136714988149863,0.172345961142908
"ENSMUSG00000042275","ENSMUSP00000104849","Pelo",13,115088357,115090188,0.164452447198517,0.171915800138841,0.189767057735201
"ENSMUSG00000032026","ENSMUSP00000034524","Rexo2",9,48468514,48480611,0.4273445061182,0.402827291831978,0.425060157997236
"ENSMUSG00000022710","ENSMUSP00000124382","Usp7",16,8689595,8792308,0.193834123372853,0.142182084847987,0.163550041166446
"ENSMUSG00000027447","ENSMUSP00000028938","Cst3",2,148871722,148875692,0.210369820878064,0.235183459927175,0.275847439781536
"ENSMUSG00000063358","ENSMUSP00000065983","Mapk1",16,16983382,17047453,0.109570977681576,0.10234349942409,0.0585393814928249
"ENSMUSG00000063065","ENSMUSP00000051619","Mapk3",7,126759601,126765819,0.0963305944811123,0.0615651239198172,0.111934095039079
"ENSMUSG00000021583","ENSMUSP00000133166","Erap1",13,74639872,74691875,0.444869627975148,0.45973578410652,0.487693912059199
"ENSMUSG00000021520","ENSMUSP00000021993","Uqcrb",13,66900617,66905378,0.145924077793985,0.17847008039568,0.166268699279479
"ENSMUSG00000026409","ENSMUSP00000066426","Pfkfb2",1,130689043,130729253,0.183716378111539,0.180685890452779,0.215552210363145
"ENSMUSG00000025271","ENSMUSP00000108333","Pfkfb1",20,150588229,150643878,0.512432464659232,0.545911035224232,0.54224768204833
"ENSMUSG00000036112","ENSMUSP00000048285","Metap2",10,93858489,93897093,0.227398882945277,0.237787113356923,0.218669877416057
"ENSMUSG00000019795","ENSMUSP00000123866","Pcmt1",10,7629373,7681136,0.108988535410072,0.0827786849511663,0.149692929210727
"ENSMUSG00000037070","ENSMUSP00000048153","Rbmxl1",8,78505271,78508928,0.110098239915519,0.0915469137651309,0.162562878154684
"ENSMUSG00000042625","ENSMUSP00000074953","Safb2",17,56560965,56584585,0.174237786802771,0.118638055097373,0.173907607139574
"ENSMUSG00000054958","ENSMUSP00000069422","Nt5c1a",4,123201504,123216275,0.394149017299275,0.404673822499648,0.37184503697107
"ENSMUSG00000046994","ENSMUSP00000049770","Mars2",1,55237177,55240058,0.160579316637049,0.140399282133016,0.127091238077957
"ENSMUSG00000025950","ENSMUSP00000095316","Idh1",1,65158616,65186479,0.473824769746458,0.433800116534005,0.493429921140505
"ENSMUSG00000030541","ENSMUSP00000103007","Idh2",7,80094846,80115392,0.348136248272283,0.410659461833724,0.41472516976105
"ENSMUSG00000038650","ENSMUSP00000133061","Rnh1",7,141160328,141172851,-0.00253275993288895,-0.00734674553304517,0.097497750151596
"ENSMUSG00000014846","ENSMUSP00000014990","Tppp3",8,105467493,105471526,0.38612550276398,0.258901144452406,0.358410005979294
"ENSMUSG00000046841","ENSMUSP00000050336","Ckap4",10,84526305,84534036,0.487403936461246,0.477644517373036,0.487420838949571
"ENSMUSG00000027500","ENSMUSP00000029002","Stmn2",3,8509527,8561604,0.0969443833041327,0.0149543175033964,-0.0264058559644042
"ENSMUSG00000028633","ENSMUSP00000030381","Ctps",4,120539868,120570276,0.287642856237556,0.338205926325891,0.328830960376177
"ENSMUSG00000030007","ENSMUSP00000032078","Cct7",6,85451505,85468477,0.164132062395989,0.054365001467882,0.148994628820514
"ENSMUSG00000001983","ENSMUSP00000002048","Taco1",11,106066061,106073612,0.310513520085106,0.271653779568772,0.355275326607664
"ENSMUSG00000018893","ENSMUSP00000128399","Mb",15,77015489,77050670,0.240024804063126,0.272175458045851,0.310547267858664
"ENSMUSG00000022024","ENSMUSP00000052942","Sugt1",14,79587691,79629755,0.10512825019707,0.121551791340364,0.104382466815455
"ENSMUSG00000030536","ENSMUSP00000128278","Iqgap1",7,80711583,80803331,0.294169835527921,0.289000182913456,0.284676255404475
"ENSMUSG00000030079","ENSMUSP00000032165","Ruvbl1",6,88465409,88497572,0.179624755704924,0.148189542256602,0.215310559980126
"ENSMUSG00000040521","ENSMUSP00000042134","Tsfm",10,127011572,127030840,0.181423236831395,0.162941974999654,0.200235106085048
"ENSMUSG00000028692","ENSMUSP00000030455","Akr1a1",4,116636510,116651680,0.486514595129806,0.519442760880579,0.53388934147438
"ENSMUSG00000045410","ENSMUSP00000089459","Akr1e1",13,4590757,4609174,0.823989075279795,0.875229200804463,0.878938416080026
"ENSMUSG00000057914","ENSMUSP00000110371","Cacnb2",2,14604306,14987908,0.210776146789601,0.227037926941789,0.230039908359665
"ENSMUSG00000017776","ENSMUSP00000017920","Crk",11,75679259,75706908,-0.082898508286713,-0.103085102290822,-0.101201689528269
"ENSMUSG00000024581","ENSMUSP00000025474","Napg",18,62977836,62999450,0.0749440273371085,0.0328905134517582,0.10402840474393
"ENSMUSG00000020827","ENSMUSP00000072649","Mink1",11,70562881,70614483,-0.0606063972459233,-0.0248184692951077,0.0289055612250737
"ENSMUSG00000021235","ENSMUSP00000105905","Coq6",12,84361657,84373796,0.126966682265328,0.0549484473867097,0.115080807025752
"ENSMUSG00000021096","ENSMUSP00000021514","Ppm1a",12,72761211,72794940,-0.0265801929547866,-0.174948853361605,-0.051703995753474
"ENSMUSG00000061130","ENSMUSP00000079107","Ppm1b",17,84956741,85023991,0.278431493560982,0.214680303611548,0.245249302287199
"ENSMUSG00000038838","ENSMUSP00000047917","Vars2",17,35655634,35667592,0.256348005920529,0.240171242825296,0.23984740755143
"ENSMUSG00000058979","ENSMUSP00000074775","Cecr5",6,120509494,120531319,0.269237799588887,0.21569936787577,0.269605989096409
"ENSMUSG00000050627","ENSMUSP00000117509","Gpd1l",9,114899341,114933987,0.507936275024038,0.522847746414429,0.536214381762619
"ENSMUSG00000023019","ENSMUSP00000023760","Gpd1",15,99717515,99725005,0.673805334934514,0.679155806129305,0.746016676905706
"ENSMUSG00000064068","ENSMUSP00000073261","Mtx1",3,89209081,89227088,0.163411326643588,0.253288777656506,0.194068615913375
"ENSMUSG00000023176","ENSMUSP00000069318","Cpn2",16,30256378,30267532,0.02635607962754,0.022381734716409,0.0183709045544334
"ENSMUSG00000024222","ENSMUSP00000078382","Fkbp5",17,28399095,28517524,0.361837516167913,0.364878694786719,0.387415737827846
"ENSMUSG00000028710","ENSMUSP00000135831","Atpaf1",4,115784812,115818828,0.462089190950501,0.506368838801125,0.457308524567744
"ENSMUSG00000028127","ENSMUSP00000029770","Abcd3",3,121758909,121815302,0.395913730225345,0.400850489761005,0.414894864817599
"ENSMUSG00000028149","ENSMUSP00000096173","Rap1gds1",3,138925906,139075199,0.204007886173523,0.223602291814558,0.229795293790823
"ENSMUSG00000030835","ENSMUSP00000033121","Nomo1",7,46033698,46084212,0.18071526065202,0.169696377491825,0.111225362814487
"ENSMUSG00000005299","ENSMUSP00000005431","Letm1",5,33739673,33782817,0.58529269804108,0.579630922627808,0.609263435418352
"ENSMUSG00000021040","ENSMUSP00000125341","Slirp",12,87443896,87452206,-0.00279630051708471,-0.0116582648786287,-0.00449836767506788
"ENSMUSG00000022661","ENSMUSP00000130518","Cd200",16,45382135,45409053,0.354088670394151,0.360176201181336,0.370944439454626
"ENSMUSG00000022110","ENSMUSP00000123765","Sucla2",14,73525319,73596142,0.503799761649537,0.471989872243258,0.505340640203026
"ENSMUSG00000007739","ENSMUSP00000133523","Cct4",11,22990519,23003780,0.0598769893415774,0.0532510851749825,0.0761775017365299
"ENSMUSG00000022234","ENSMUSP00000022842","Cct5",15,31590800,31601847,0.219639985079905,0.164065948510234,0.14959038416517
"ENSMUSG00000025903","ENSMUSP00000137248","Lypla1",1,4807788,4886770,0.370743940185075,0.331713719408862,0.431636777948222
"ENSMUSG00000027423","ENSMUSP00000105657","Snx5",2,144250123,144270906,0.27832240980552,0.257207945315847,0.250153445157692
"ENSMUSG00000005656","ENSMUSP00000005798","Snx6",12,54746349,54795703,0.154278509462976,0.197645653066871,0.186728730398671
"ENSMUSG00000021193","ENSMUSP00000021611","Pitrm1",13,6548157,6580139,0.333412940034689,0.346375686087123,0.331087001962912
"ENSMUSG00000033174","ENSMUSP00000109215","Mgll",6,88724412,88828360,0.552058329077161,0.602921066006764,0.635956039551446
"ENSMUSG00000073435","ENSMUSP00000024978","Nme3",17,24896500,24897522,0.142563063794382,0.13597048947161,0.13725346478543
"ENSMUSG00000014606","ENSMUSP00000014750","Slc25a11",11,70644196,70647479,0.177850452819117,0.225565836054019,0.225532730459583
"ENSMUSG00000070284","ENSMUSP00000107914","Gmppb",9,108049269,108052801,0.0954981562482913,0.0900358229914958,0.0966659375197781
"ENSMUSG00000023939","ENSMUSP00000024734","Mrpl14",17,45686322,45698495,0.159868670814249,0.175731257521695,0.182664520424267
"ENSMUSG00000003849","ENSMUSP00000003947","Nqo1",8,107388225,107403206,0.781149108014665,0.810358227235742,0.821567943309455
"ENSMUSG00000094797","ENSMUSP00000100194","Igkv6-15",6,70406469,70406992,0.176027338941875,0.166680491437474,0.180913201401049
"ENSMUSG00000076594","ENSMUSP00000100196","Igkv6-13",6,70457501,70457787,0.166629207333901,0.169225045140691,0.177326843810757
"ENSMUSG00000000384","ENSMUSP00000114256","Tbrg4",11,6615598,6626067,0.137821770877091,0.106449869480746,0.111631140261166
"ENSMUSG00000041616","ENSMUSP00000099520","Nppa",4,148000722,148002079,0.158765929343549,0.147992295351065,0.164522629865376
"ENSMUSG00000036323","ENSMUSP00000098648","Srp72",5,76974683,76999937,0.115669578042148,0.141073550819596,0.105245069323951
"ENSMUSG00000037720","ENSMUSP00000042852","Tmem33",5,67260565,67291461,-0.062003318025967,0.0424846614856246,0.0932958600330537
"ENSMUSG00000028656","ENSMUSP00000101862","Cap1",4,122859047,122886056,0.117780086415697,0.12968966723468,0.18933321550719
"ENSMUSG00000021373","ENSMUSP00000021802","Cap2",13,46501848,46649642,0.576255419804574,0.585525820279244,0.583677366510721
"ENSMUSG00000030681","ENSMUSP00000127250","Mvp",7,126986860,127014621,0.647063177529324,0.663764675961418,0.689766413406158
"ENSMUSG00000039891","ENSMUSP00000044936","Txlnb",10,17796226,17845665,0.393384789006508,0.410436802186671,0.331397273053131
"ENSMUSG00000029761","ENSMUSP00000078362","Cald1",6,34598500,34775473,0.321742716088405,0.31611938627398,0.326351859006911
"ENSMUSG00000028447","ENSMUSP00000030158","Dctn3",4,41714798,41723170,-0.0126365449327507,-0.0543994370023422,-0.0259022810105883
"ENSMUSG00000024158","ENSMUSP00000113051","Hagh",17,24840143,24864450,0.557847296183113,0.556303803108563,0.623240376531673
"ENSMUSG00000025645","ENSMUSP00000026735","Ccdc51",9,109082496,109093363,0.0974688916015058,-0.011897845170322,0.0565497727874572
"ENSMUSG00000036241","ENSMUSP00000038813","Ube2r2",4,41135743,41193380,-0.0205645253493374,-0.0136151351847943,-0.00903958091706085
"ENSMUSG00000054640","ENSMUSP00000083725","Slc8a1",17,81388691,81649607,0.291314324748783,0.363524748073717,0.340087439931893
"ENSMUSG00000071659","ENSMUSP00000094515","Hnrnpul2",19,8819401,8834142,0.147051381407412,0.125746396859562,0.0990122023393698
"ENSMUSG00000049225","ENSMUSP00000103932","Pdp1",4,11958184,11966452,0.333507408102421,0.369333211237228,0.384463169585033
"ENSMUSG00000020780","ENSMUSP00000021133","Srp68",11,116245166,116274217,-0.0787205844432707,-0.103591477770296,-0.0571488319384304
"ENSMUSG00000035325","ENSMUSP00000092157","Sec31a",5,100361649,100416234,0.108299341439905,0.110941415320497,0.134623456425342
"ENSMUSG00000054474","ENSMUSP00000124423","Thnsl2",6,71128166,71144346,0.714025104409564,0.748993395104228,0.752450101068169
"ENSMUSG00000042828","ENSMUSP00000101855","Trim72",7,128003989,128011393,0.651467897463748,0.664159695401489,0.700251722491674
"ENSMUSG00000024587","ENSMUSP00000025483","Nars",18,64499665,64516557,0.302449918774341,0.381321541930269,0.359660463636133
"ENSMUSG00000037216","ENSMUSP00000038739","Lipt1",1,37871738,37877387,0.207158968405821,0.192253509624113,0.259321398657437
"ENSMUSG00000031960","ENSMUSP00000034441","Aars",8,111033144,111057664,0.085113780852672,0.105244252346468,0.11764222198234
"ENSMUSG00000022253","ENSMUSP00000068318","Nadk2",15,9071260,9110487,0.338176061300155,0.381901301587632,0.455961528136563
"ENSMUSG00000027384","ENSMUSP00000035325","Ndufaf5",2,140170649,140203689,0.166721583910804,0.160039709765735,0.129860791029494
"ENSMUSG00000018428","ENSMUSP00000103536","Akap1",11,88830792,88864586,0.281634267510767,0.316952569633263,0.390025810889677
"ENSMUSG00000023224","ENSMUSP00000023994","Serping1",2,84765387,84775444,0.100859049943709,0.0825083103401874,0.132803475897316
"ENSMUSG00000021282","ENSMUSP00000126825","Eif5",12,111538101,111546753,0.0449646643216058,0.030241815286651,-0.0261779757584264
"ENSMUSG00000076615","ENSMUSP00000100219","Ighg3",12,113359665,113361232,0.236834997151563,0.257828128487934,0.301156956088076
"ENSMUSG00000006221","ENSMUSP00000099544","Hspb7",4,141420779,141425311,0.43814953231833,0.374797612728451,0.50660447735636
"ENSMUSG00000025421","ENSMUSP00000123320","Hdhd2",18,76930126,76972902,0.363169099451265,0.335645093610971,0.307234892348073
"ENSMUSG00000020475","ENSMUSP00000020768","Pgam2",11,5801640,5803733,0.46795341996159,0.437169168440004,0.533292567478225
"ENSMUSG00000011752","ENSMUSP00000011896","Pgam1",19,41911871,41918664,0.310840341610702,0.35491048755829,0.304000628142318
"ENSMUSG00000060803","ENSMUSP00000129565","Gstp1",19,4035411,4037912,0.329658488202704,0.312631252693703,0.340914067197242
"ENSMUSG00000076612","ENSMUSP00000100212","Ighg2c",12,113285325,113288930,0.544868220809102,0.600582211346159,0.593723698126475
"ENSMUSG00000076613","ENSMUSP00000100214","Ighg2b",12,113306389,113307933,0.318153152006875,0.292529726972124,0.254614207215946
"ENSMUSG00000034220","ENSMUSP00000047199","Gpc1",1,92831645,92860198,0.568360773599485,0.599791666215094,0.599897713428539
"ENSMUSG00000031447","ENSMUSP00000033824","Lamp1",8,13159135,13175338,0.282276627103477,0.261751321646782,0.257841182609404
"ENSMUSG00000007039","ENSMUSP00000007255","Ddah2",17,35059035,35062095,0.269088824002806,0.287409731010282,0.271381241380751
"ENSMUSG00000028194","ENSMUSP00000029845","Ddah1",3,145758675,145894277,0.48340971425704,0.466457954763686,0.481581832490439
"ENSMUSG00000010755","ENSMUSP00000010899","Cars",7,143557230,143600090,0.365925388807368,0.388472544641245,0.391048245080292
"ENSMUSG00000020994","ENSMUSP00000021381","Pnn",12,59066919,59074017,0.170583218187578,0.132471064163623,0.166458813214522
"ENSMUSG00000022181","ENSMUSP00000124417","C6",15,4727175,4815456,0.26351830724078,0.217768290894907,0.287214499077297
"ENSMUSG00000078853","ENSMUSP00000047356","Igtp",11,58199556,58207591,0.559305767319923,0.726052164173296,0.733444284630141
"ENSMUSG00000052920","ENSMUSP00000067576","Prkg1",19,30567551,31765033,0.394078133303727,0.410575487235427,0.437776029960312
"ENSMUSG00000021993","ENSMUSP00000069840","Mipep",14,60784566,60903610,0.135351617169312,0.0835642708753384,0.0926070488117342
"ENSMUSG00000058586","ENSMUSP00000077345","Serhl",15,83089506,83116674,0.388354042451046,0.356668732321795,0.413013052478767
"ENSMUSG00000029683","ENSMUSP00000031694","Lmod2",6,24597771,24605414,0.335374065004863,0.309689079402481,0.351245018610967
"ENSMUSG00000037523","ENSMUSP00000038339","Mavs",2,131234063,131248025,0.248388755371797,0.216402859469555,0.222911712381978
"ENSMUSG00000024477","ENSMUSP00000025354","Pggt1b",18,46239949,46280850,-0.0921037216924392,-0.109011714663473,-0.0975256448951484
"ENSMUSG00000024132","ENSMUSP00000024946","Eci1",17,24426683,24439316,0.488783441695076,0.520080814878083,0.533653592532368
"ENSMUSG00000030615","ENSMUSP00000032844","Tmem126a",7,90450700,90457229,0.0527044358117118,0.0720523738298608,0.0786967879946779
"ENSMUSG00000026869","ENSMUSP00000028225","Psmd5",2,34852088,34870939,0.0100144089450675,-0.00213809982468651,0.0711522113976821
"ENSMUSG00000021650","ENSMUSP00000022153","Ptcd2",13,99319649,99344678,0.540226926970285,0.573789337335815,0.567272964424415
"ENSMUSG00000041632","ENSMUSP00000062326","Mrps27",13,99344786,99415561,0.308261422819421,0.294850450881131,0.289989218007531
"ENSMUSG00000026203","ENSMUSP00000080796","Dnajb2",1,75236465,75244804,0.087616325216281,0.103852674140932,0.077912816208911
"ENSMUSG00000029131","ENSMUSP00000008733","Dnajb6",5,29735688,29786478,0.0915739969599335,-0.0558568758379612,0.0221645571355739
"ENSMUSG00000022853","ENSMUSP00000023559","Ehhadh",16,21761287,21787844,0.59995850458466,0.63544622228474,0.648562744506525
"ENSMUSG00000027864","ENSMUSP00000099755","Ptgfrn",3,101040232,101110278,0.231729655153604,0.291751410800307,0.301591431318735
"ENSMUSG00000034101","ENSMUSP00000107325","Ctnnd1",2,84600071,84650765,0.123879386583934,0.0742401329052186,0.0243452253904339
"ENSMUSG00000019577","ENSMUSP00000019721","Pdk4",6,5483351,5496309,0.583958141156691,0.603060576267684,0.635876552255626
"ENSMUSG00000035232","ENSMUSP00000036604","Pdk3",20,93764607,93832201,-0.2036812494082,-0.211244968756374,-0.147103109455346
"ENSMUSG00000038967","ENSMUSP00000041447","Pdk2",11,95026258,95041354,0.317293791565045,0.291754462966143,0.25151110954357
"ENSMUSG00000006494","ENSMUSP00000006669","Pdk1",2,71873224,71903858,0.667313826017466,0.762941668511219,0.750826066131496
"ENSMUSG00000025968","ENSMUSP00000027111","Ndufs1",1,63143596,63176822,0.345817500807368,0.320392311313379,0.269784983062024
"ENSMUSG00000039952","ENSMUSP00000128531","Dag1",9,108205955,108263924,0.0686359380495706,0.0483568603423359,-0.0156208713751908
"ENSMUSG00000050148","ENSMUSP00000056888","Ubqln2",20,153498232,153501537,0.151689065004214,0.205064703282963,0.232116459736562
"ENSMUSG00000002781","ENSMUSP00000070405","Tmem143",7,45896941,45917413,0.447467595841793,0.52935276129555,0.526046690502114
"ENSMUSG00000021786","ENSMUSP00000022311","Oxsm",14,16238656,16249808,0.217563316982937,0.200826336712218,0.221612711615632
"ENSMUSG00000019883","ENSMUSP00000125553","Echdc1",10,29313166,29346661,0.641269153604931,0.697782704145549,0.714479353082956
"ENSMUSG00000025487","ENSMUSP00000026560","Psmd13",7,140881968,140898643,-0.0340005418139417,-0.0651311716171145,-0.0831004398999739
"ENSMUSG00000016541","ENSMUSP00000132450","Atxn10",15,85336381,85463836,0.224830796957668,0.262956044447124,0.244916386222588
