"lodcolumn","gene_id","gene_symbol","gene_chr","gene_start","gene_middle","gene_end","qtl_chr","qtl_pos","qtl_mkr","qtl_lod","cis"
"ENSMUSP00000126730","ENSMUSG00000024924","Vldlr","19",27.216484,27.235358,27.254231,"2",109.665553,"UNC3739232",6.4952595149785,FALSE
"ENSMUSP00000124819","ENSMUSG00000036513","Commd2","3",57.642904,57.64731,57.651715,"X",56.691858,"UNC30844954",6.49492654406802,FALSE
"ENSMUSP00000050056","ENSMUSG00000024866","Acy3","19",3.986661,3.988334,3.990007,"10",75.842842,"UNC18251954",6.49490214827031,FALSE
"ENSMUSP00000016680","ENSMUSG00000031446","Cul4a","8",13.105621,13.12678,13.14794,"4",6.910337,"UNC6675203",6.49465702534507,FALSE
"ENSMUSP00000033598","ENSMUSG00000031246","Sh3bgrl","X",109.095365,109.146619,109.197873,"2",75.35199,"JAX00493378",6.49399789275219,FALSE
"ENSMUSP00000026617","ENSMUSG00000025537","Phkg1","5",129.863421,129.880985,129.898549,"12",106.815511,"JAX00040154",6.49387621700856,FALSE
"ENSMUSP00000106982","ENSMUSG00000026670","Uap1","1",170.141938,170.158448,170.174957,"2",19.610189,"UNC2677765",6.49349794050168,FALSE
"ENSMUSP00000121111","ENSMUSG00000035027","Map2k2","10",81.105915,81.115306,81.124697,"17",75.380423,"JAX00446722",6.49300770224527,FALSE
"ENSMUSP00000070405","ENSMUSG00000002781","Tmem143","7",45.896941,45.907177,45.917413,"6",30.656389,"UNC10815184",6.49278185293118,FALSE
"ENSMUSP00000091475","ENSMUSG00000018666","Cbx1","11",96.789127,96.798884,96.80864,"3",136.397693,"UNC6324718",6.49263727613269,FALSE
"ENSMUSP00000109215","ENSMUSG00000033174","Mgll","6",88.724412,88.776386,88.82836,"2",60.416624,"UNC3159331",6.4921560982069,FALSE
"ENSMUSP00000025505","ENSMUSG00000024603","Dctn4","18",60.526221,60.542492,60.558762,"3",30.157945,"UNC4953653",6.49144653606631,FALSE
"ENSMUSP00000003320","ENSMUSG00000003235","Eif2b5","16",20.498817,20.504386,20.509955,"9",117.380789,"UNC17219264",6.49072662938967,FALSE
"ENSMUSP00000016081","ENSMUSG00000015937","H2afy","13",56.073619,56.10499,56.136361,"12",99.814725,"UNC21737618",6.49011983985718,FALSE
"ENSMUSP00000050788","ENSMUSG00000036879","Phkb","8",85.840959,85.951168,86.061376,"9",96.607089,"UNC16932934",6.49005483174967,FALSE
"ENSMUSP00000005017","ENSMUSG00000004897","Hdgf","3",87.906321,87.911226,87.916132,"1",193.269902,"UNC2452776",6.48977526267529,FALSE
"ENSMUSP00000035244","ENSMUSG00000042426","Dhx29","13",112.92773,112.94858,112.969431,"8",47.199235,"UNC14670140",6.48905750536094,FALSE
"ENSMUSP00000129919","ENSMUSG00000020863","Luc7l3","11",94.28789,94.304939,94.321988,"15",31.339651,"UNC150082801",6.48903629819193,FALSE
"ENSMUSP00000002551","ENSMUSG00000002477","Snrpd1","18",10.617796,10.623013,10.62823,"13",95.193184,"JAX00366960",6.48879026043035,FALSE
"ENSMUSP00000057632","ENSMUSG00000033526","Ppip5k1","2",121.310561,121.332978,121.355396,"12",44.000257,"UNC21004757",6.48778667491162,FALSE
"ENSMUSP00000099887","ENSMUSG00000038172","Ttc39b","4",83.2203,83.272278,83.324255,"7",137.862582,"UNC13959602",6.48748072449494,FALSE
"ENSMUSP00000056836","ENSMUSG00000061780","Cfd","10",79.890853,79.891754,79.892656,"13",97.439441,"UNC23171170",6.48698338677843,FALSE
"ENSMUSP00000033825","ENSMUSG00000031448","Adprhl1","8",13.235655,13.244908,13.254162,"1",5.133382,"UNC23995",6.48658234365914,FALSE
"ENSMUSP00000096950","ENSMUSG00000074793","Hspa12b","2",131.12728,131.1368,131.146321,"2",63.468025,"UNC3195839",6.48648806961545,FALSE
"ENSMUSP00000081009","ENSMUSG00000049091","Sephs2","7",127.272561,127.27324,127.273919,"7",74.161206,"JAX00643580",6.48531561738381,FALSE
"ENSMUSP00000067013","ENSMUSG00000054364","Rhob","12",8.497763,8.498874,8.499985,"6",53.576196,"UNC11100952",6.48530921226278,FALSE
"ENSMUSP00000030340","ENSMUSG00000028603","Scp2","4",108.043839,108.094418,108.144998,"17",9.375294,"UNC170536682",6.48524694647105,FALSE
"ENSMUSP00000103546","ENSMUSG00000028464","Tpm2","4",43.514711,43.519238,43.523765,"10",58.323783,"UNC18027541",6.48482442234492,FALSE
"ENSMUSP00000030834","ENSMUSG00000028978","Nos3","5",24.36481,24.374642,24.384474,"18",10.93191,"JAX00451802",6.48482030781117,FALSE
"ENSMUSP00000003860","ENSMUSG00000003762","Adck4","7",27.233023,27.247638,27.262252,"3",110.390268,"UNC5953398",6.48476703632842,FALSE
"ENSMUSP00000033717","ENSMUSG00000031352","Hccs","X",169.250193,169.285282,169.320372,"3",127.25264,"JAX00537027",6.48461940564581,FALSE
"ENSMUSP00000038144","ENSMUSG00000040945","Rcc2","4",140.700541,140.71188,140.72322,"2",163.110192,"UNC4383716",6.48460625583124,FALSE
"ENSMUSP00000103181","ENSMUSG00000017404","Rpl19","11",98.02671,98.028601,98.030492,"12",100.743823,"UNC21750535",6.48403473365491,FALSE
"ENSMUSP00000112259","ENSMUSG00000056201","Cfl1","19",5.490485,5.492257,5.494029,"12",104.005212,"JAX00344152",6.48392780120793,FALSE
"ENSMUSP00000033236","ENSMUSG00000030942","Thumpd1","7",119.715096,119.71793,119.720765,"8",114.9981,"UNC15550952",6.48346143725135,FALSE
"ENSMUSP00000126448","ENSMUSG00000072949","Acot1","12",84.009502,84.013586,84.01767,"1",39.014729,"UNC487441",6.48329681376985,FALSE
"ENSMUSP00000099889","ENSMUSG00000074896","Ifit3","19",34.583531,34.586131,34.588731,"5",10.757925,"UNC8635788",6.48326185344427,FALSE
"ENSMUSP00000054391","ENSMUSG00000027257","Pacsin3","2",91.255954,91.260316,91.264679,"11",65.375339,"UNC19810329",6.48325042266765,FALSE
"ENSMUSP00000039537","ENSMUSG00000033405","Nudt15","14",73.519864,73.534053,73.548242,"3",145.767747,"JAX00114333",6.48316579818307,FALSE
"ENSMUSP00000033160","ENSMUSG00000030872","Gga2","7",121.986722,122.003972,122.021222,"18",58.09264,"UNC29345223",6.48278035934309,FALSE
"ENSMUSP00000081912","ENSMUSG00000066306","Numa1","7",101.969843,101.992401,102.014959,"3",27.757414,"UNC4920684",6.48251554166691,FALSE
"ENSMUSP00000047712","ENSMUSG00000022947","Cbr3","16",93.683215,93.687102,93.69099,"15",86.790244,"UNC26039325",6.48217807602093,FALSE
"ENSMUSP00000099671","ENSMUSG00000020900","Myh10","11",68.691559,68.754096,68.816632,"11",116.781493,"UNC20478125",6.48207408690191,FALSE
"ENSMUSP00000079163","ENSMUSG00000012405","Rpl15","14",18.267823,18.269607,18.271391,"17",16.072852,"UNC27609586",6.48199167491448,FALSE
"ENSMUSP00000022908","ENSMUSG00000022299","Slc25a32","15",39.094191,39.103454,39.112716,"13",91.369323,"UNC23080993",6.481953842961,FALSE
"ENSMUSP00000102056","ENSMUSG00000028683","Eif2b3","4",117.019402,117.053354,117.087306,"10",75.318423,"UNC18246512",6.48175860196763,FALSE
"ENSMUSP00000117231","ENSMUSG00000019143","Hars2","18",36.783008,36.787785,36.792562,"2",16.120599,"UNC2637145",6.48161869257766,FALSE
"ENSMUSP00000028307","ENSMUSG00000026938","Fcna","2",25.624666,25.626348,25.62803,"10",69.44881,"UNC18172302",6.48127372920418,FALSE
"ENSMUSP00000133245","ENSMUSG00000021500","Ddx46","13",55.635027,55.658142,55.681256,"16",57.23559,"UNC26894674",6.48120449361926,FALSE
"ENSMUSP00000112839","ENSMUSG00000024993","Fam45a","19",60.811585,60.823906,60.836227,"12",21.380828,"JAX00033918",6.4811182641052,FALSE
"ENSMUSP00000032946","ENSMUSG00000030704","Rab6a","7",100.60741,100.624339,100.641268,"1",180.364631,"UNC2308096",6.48088488384261,FALSE
"ENSMUSP00000133815","ENSMUSG00000090877","Hspa1b","17",34.956436,34.957837,34.959238,"10",123.35911,"UNC18896965",6.48074681875358,FALSE
"ENSMUSP00000120462","ENSMUSG00000058835","Abi1","2",22.940073,22.990157,23.040241,"17",26.09107,"JAX00074632",6.48058119464464,FALSE
"ENSMUSP00000045709","ENSMUSG00000038583","Pln","10",53.337686,53.341842,53.345999,"9",87.32649,"UNC090481644",6.48042654592405,FALSE
"ENSMUSP00000003450","ENSMUSG00000003360","Ddx23","15",98.645134,98.654012,98.662889,"10",69.619285,"JAX00292001",6.48040859649913,FALSE
"ENSMUSP00000079356","ENSMUSG00000058773","Hist1h1b","13",21.779883,21.780254,21.780625,"3",145.790697,"UNC6465856",6.48032378861374,FALSE
"ENSMUSP00000096458","ENSMUSG00000035458","Tnni3","7",4.518305,4.521267,4.524229,"10",76.696004,"UNC18262065",6.48003422038704,FALSE
"ENSMUSP00000137332","ENSMUSG00000096188","Cmtm4","8",104.348191,104.371999,104.395807,"18",68.671837,"JAX00463503",6.47979903852531,FALSE
"ENSMUSP00000068267","ENSMUSG00000030224","Strap","6",137.735078,137.743505,137.751932,"15",56.515849,"backupUNC150434093",6.47920150802615,FALSE
"ENSMUSP00000062747","ENSMUSG00000026986","Hnmt","2",24.00291,24.026152,24.049394,"17",64.625708,"UNC28185493",6.47889127693159,FALSE
"ENSMUSP00000047880","ENSMUSG00000039233","Tbce","13",13.997949,14.018794,14.039638,"1",134.213279,"UNC1717832",6.47808537159951,FALSE
"ENSMUSP00000041204","ENSMUSG00000040584","Abcb1a","5",8.660077,8.704326,8.748575,"10",49.895125,"UNC17933952",6.47783547499007,FALSE
"ENSMUSP00000053877","ENSMUSG00000038014","Fam120a","13",48.879219,48.923618,48.968017,"13",18.55879,"UNC22202797",6.47714086229236,FALSE
"ENSMUSP00000138277","ENSMUSG00000071054","Safb","17",56.584825,56.59556,56.606294,"10",43.478488,"UNC17847878",6.47701333078985,FALSE
"ENSMUSP00000114402","ENSMUSG00000014551","Mrps25","6",92.169525,92.176779,92.184033,"X",12.490418,"UNC30658767",6.47652834436994,FALSE
"ENSMUSP00000057632","ENSMUSG00000033526","Ppip5k1","2",121.310561,121.332978,121.355396,"18",53.102968,"UNC29274999",6.47650122562609,FALSE
"ENSMUSP00000095062","ENSMUSG00000026490","Cdc42bpa","1",179.960472,180.063038,180.165603,"8",123.113793,"UNC15671070",6.47606482617997,FALSE
"ENSMUSP00000031637","ENSMUSG00000029632","Ndufa4","6",11.900373,11.90391,11.907446,"5",98.089935,"UNC9741584",6.47562626370807,FALSE
"ENSMUSP00000027612","ENSMUSG00000070594","Gm4788","1",139.697635,139.739437,139.781239,"14",29.472377,"JAX00051386",6.47558534434354,FALSE
"ENSMUSP00000022322","ENSMUSG00000021794","Glud1","14",34.310727,34.327936,34.345144,"16",15.184804,"UNC26384291",6.47544300327122,FALSE
"ENSMUSP00000091835","ENSMUSG00000070493","Chchd2","5",129.881156,129.884313,129.88747,"3",56.945899,"UNC5328178",6.4751937344643,FALSE
"ENSMUSP00000022153","ENSMUSG00000021650","Ptcd2","13",99.319649,99.332164,99.344678,"12",118.599738,"UNC22009696",6.47504110690432,FALSE
"ENSMUSP00000107237","ENSMUSG00000060373","Hnrnpc","14",52.07338,52.088704,52.104028,"3",141.655198,"UNC6404957",6.47431595413872,FALSE
"ENSMUSP00000100113","ENSMUSG00000096632","Igkv9-124","6",67.942074,67.942217,67.94236,"6",5.963417,"UNC10495511",6.47413315208658,FALSE
"ENSMUSP00000069752","ENSMUSG00000055723","Rras2","7",114.046785,114.082283,114.117781,"11",86.806283,"UNC20057205",6.47336978573165,FALSE
"ENSMUSP00000101197","ENSMUSG00000078486","2310042D19Rik","4",156.215927,156.218617,156.221307,"11",29.721084,"UNC19326719",6.47327664833602,FALSE
"ENSMUSP00000050014","ENSMUSG00000029392","Rilpl1","5",124.493082,124.512236,124.531391,"17",64.595781,"UNC28185137",6.47303139542834,FALSE
"ENSMUSP00000029515","ENSMUSG00000027907","S100a11","3",93.520488,93.523388,93.526287,"9",115.614765,"UNC17192394",6.47284107114595,FALSE
"ENSMUSP00000121358","ENSMUSG00000056999","Ide","19",37.268743,37.303298,37.337852,"2",133.763277,"UNC4009452",6.47278610908672,FALSE
"ENSMUSP00000032920","ENSMUSG00000030682","Cdipt","7",126.976349,126.978424,126.980499,"1",51.830551,"UNC661934",6.47244885754702,FALSE
"ENSMUSP00000004378","ENSMUSG00000004267","Eno2","6",124.760053,124.764863,124.769673,"3",97.054354,"UNC5796998",6.47187358517201,FALSE
"ENSMUSP00000003720","ENSMUSG00000003623","Crot","5",8.966033,8.981678,8.997324,"1",106.748914,"UNC1345454",6.47160856430222,FALSE
"ENSMUSP00000037018","ENSMUSG00000033860","Fgg","3",83.007859,83.011456,83.015053,"18",86.235313,"UNC29778192",6.47148851132665,FALSE
"ENSMUSP00000025050","ENSMUSG00000024213","Nudt3","17",27.579382,27.601424,27.623465,"11",67.33882,"backupUNC110101514",6.4701511437762,FALSE
"ENSMUSP00000001181","ENSMUSG00000020241","Col6a2","10",76.595762,76.609696,76.62363,"5",117.743516,"JAX00594014",6.46987057199419,FALSE
"ENSMUSP00000068772","ENSMUSG00000062691","1110001A16Rik","17",78.916499,78.918768,78.921037,"13",99.797379,"UNC_rs50924124",6.46979196177406,FALSE
"ENSMUSP00000095224","ENSMUSG00000073600","Prob1","18",35.652167,35.653677,35.655187,"X",47.318158,"UNC30794480",6.46961264060807,FALSE
"ENSMUSP00000027103","ENSMUSG00000025962","Fastkd2","1",63.730614,63.742634,63.754655,"16",51.747061,"UNC26822950",6.4695716124112,FALSE
"ENSMUSP00000020107","ENSMUSG00000019943","Atp2b1","10",98.915152,98.970648,99.026143,"5",39.43669,"UNC9004702",6.46949127738161,FALSE
"ENSMUSP00000018816","ENSMUSG00000018672","Copz2","11",96.84987,96.855536,96.861203,"9",116.86853,"UNC17211651",6.4694133658357,FALSE
"ENSMUSP00000110489","ENSMUSG00000032011","Thy1","9",44.043384,44.045982,44.048579,"9",115.701309,"UNC17193593",6.46901012346354,FALSE
"ENSMUSP00000014698","ENSMUSG00000014554","Dguok","6",83.480217,83.493593,83.506969,"19",48.696353,"UNC30430530",6.46837121819775,FALSE
"ENSMUSP00000105112","ENSMUSG00000027652","Ralgapb","2",158.409848,158.45455,158.499253,"6",134.990268,"UNC12147991",6.4683384398536,FALSE
"ENSMUSP00000075327","ENSMUSG00000043154","Ppp2r3a","9",101.104992,101.178412,101.251832,"15",15.477495,"UNC25093212",6.46813752458047,FALSE
"ENSMUSP00000136363","ENSMUSG00000031505","Carkd","8",11.497506,11.506233,11.51496,"19",27.238916,"UNC30140453",6.46666742115957,FALSE
"ENSMUSP00000030914","ENSMUSG00000029048","Rer1","4",155.07411,155.080246,155.086382,"15",96.753415,"UNC26177240",6.46662119296229,FALSE
"ENSMUSP00000027421","ENSMUSG00000026219","Trip12","1",84.721189,84.780246,84.839304,"17",12.548324,"UNC27581157",6.4664311155067,FALSE
"ENSMUSP00000037609","ENSMUSG00000037905","Bri3bp","5",125.441568,125.45122,125.460872,"7",109.836016,"UNC13597756",6.46641987766514,FALSE
"ENSMUSP00000109348","ENSMUSG00000057738","Sptan1","2",29.96556,29.998506,30.031451,"9",114.907693,"UNC17178907",6.46614193190006,FALSE
"ENSMUSP00000089781","ENSMUSG00000051236","Msrb3","10",120.781096,120.840098,120.899101,"3",108.562897,"JAX00533575",6.46585446100516,FALSE
"ENSMUSP00000095223","ENSMUSG00000073599","Ecscr","18",35.713086,35.717721,35.722356,"2",47.201059,"UNC2988344",6.46545336405978,FALSE
"ENSMUSP00000022507","ENSMUSG00000021938","Pspc1","14",56.722441,56.750378,56.778316,"4",154.996667,"UNC8521188",6.46511801208276,FALSE
"ENSMUSP00000132922","ENSMUSG00000001576","Ergic1","17",26.561489,26.60921,26.656931,"7",130.599272,"UNC13856737",6.46476188638736,FALSE
"ENSMUSP00000091475","ENSMUSG00000018666","Cbx1","11",96.789127,96.798884,96.80864,"10",93.870386,"JAX00296386",6.464390945914,FALSE
"ENSMUSP00000125857","ENSMUSG00000039782","Cpeb2","5",43.233463,43.261594,43.289724,"6",51.890119,"UNC11080950",6.4641148070002,FALSE
"ENSMUSP00000125415","ENSMUSG00000025979","Mob4","1",55.131231,55.143065,55.154899,"19",28.552342,"UNC30157819",6.46380815844908,FALSE
"ENSMUSP00000099302","ENSMUSG00000039230","Tbcd","11",121.451949,121.534556,121.617164,"11",96.803615,"JAX00030727",6.46361311048989,FALSE
"ENSMUSP00000099948","ENSMUSG00000020122","Egfr","11",16.752203,16.83518,16.918158,"14",41.193497,"UNC23930119",6.46358200855467,FALSE
"ENSMUSP00000084373","ENSMUSG00000036435","Exoc1","5",76.529311,76.549802,76.570294,"3",146.345478,"UNC6474704",6.46329078019987,FALSE
"ENSMUSP00000129186","ENSMUSG00000022752","Tomm70a","16",57.121714,57.138122,57.15453,"7",141.793633,"UNC14016029",6.46308139609527,FALSE
"ENSMUSP00000019128","ENSMUSG00000000568","Hnrnpd","5",99.958426,99.968682,99.978938,"3",144.306363,"UNC6444040",6.46301377712175,FALSE
"ENSMUSP00000021750","ENSMUSG00000021313","Ryr2","13",11.553103,11.830024,12.106945,"5",12.116353,"UNC8639736",6.4627602290777,FALSE
"ENSMUSP00000099909","ENSMUSG00000020460","Rps27a","11",29.545846,29.546978,29.548109,"5",36.285636,"UNC8958139",6.46272451554876,FALSE
"ENSMUSP00000014438","ENSMUSG00000014294","Ndufa2","18",36.742332,36.743444,36.744557,"10",79.888584,"UNC18297124",6.46237461377115,FALSE
"ENSMUSP00000081233","ENSMUSG00000028760","Eif4g3","4",137.993022,138.100765,138.208508,"19",24.38159,"UNC30094591",6.46236658420556,FALSE
"ENSMUSP00000034834","ENSMUSG00000032294","Pkm","9",59.656368,59.667872,59.679375,"15",11.57419,"UNC25040690",6.46182514083679,FALSE
"ENSMUSP00000110761","ENSMUSG00000028995","Fam126a","5",23.915276,23.972983,24.03069,"10",74.855471,"JAX00019633",6.46180100486508,FALSE
"ENSMUSP00000045073","ENSMUSG00000033732","Sf3b3","8",110.810492,110.828648,110.846803,"4",82.334094,"UNC7613365",6.46169768526001,FALSE
"ENSMUSP00000041851","ENSMUSG00000026709","Dars2","1",161.040601,161.05563,161.070658,"7",87.9257,"UNC13317428",6.46168351514634,FALSE
"ENSMUSP00000132102","ENSMUSG00000090733","Rps27","3",90.212725,90.21317,90.213615,"3",129.622359,"UNC6228334",6.46126699979247,FALSE
"ENSMUSP00000127715","ENSMUSG00000055322","Tns1","1",73.910231,74.017339,74.124447,"1",185.816579,"UNC2368826",6.461249457659,FALSE
"ENSMUSP00000102104","ENSMUSG00000059923","Grb2","11",115.644045,115.676321,115.708597,"3",147.214132,"UNC6487473",6.46124945182114,FALSE
"ENSMUSP00000105216","ENSMUSG00000027620","Rbm39","2",156.147239,156.163738,156.180238,"12",60.495412,"backupUNC120906873",6.46120891038648,FALSE
"ENSMUSP00000039472","ENSMUSG00000033831","Fgb","3",83.042247,83.046025,83.049803,"13",44.066631,"UNC22517807",6.46091697230864,FALSE
"ENSMUSP00000030432","ENSMUSG00000028672","Hmgcl","4",135.946448,135.954532,135.962617,"13",53.248354,"UNC22615786",6.46072354912517,FALSE
"ENSMUSP00000044871","ENSMUSG00000041958","Pigs","11",78.328415,78.335598,78.342782,"11",112.908776,"UNC20418481",6.46055125185901,FALSE
"ENSMUSP00000048113","ENSMUSG00000039763","Dnajc28","16",91.614257,91.616642,91.619026,"18",12.522775,"UNC28747578",6.46006940491727,FALSE
"ENSMUSP00000109188","ENSMUSG00000075415","Fnbp1","2",31.026206,31.084107,31.142008,"3",58.471334,"UNC5348508",6.45986958860861,FALSE
"ENSMUSP00000059666","ENSMUSG00000043702","Pde12","14",26.659958,26.66492,26.669883,"16",76.169331,"UNC27151597",6.45981294188534,FALSE
"ENSMUSP00000128770","ENSMUSG00000032294","Pkm","9",59.656368,59.667872,59.679375,"11",118.542907,"UNC20502635",6.4594258275141,FALSE
"ENSMUSP00000019615","ENSMUSG00000019471","Cdc37","9",21.138541,21.144224,21.149906,"5",74.163683,"UNC050383928",6.45929609500579,FALSE
"ENSMUSP00000016463","ENSMUSG00000016319","Slc25a5","X",36.795651,36.797229,36.798807,"1",175.476855,"UNC2253841",6.45917376898646,FALSE
"ENSMUSP00000040429","ENSMUSG00000042613","Pbxip1","3",89.436706,89.443829,89.450952,"5",65.16846,"UNC9349953",6.45901435280761,FALSE
"ENSMUSP00000015981","ENSMUSG00000015837","Sqstm1","11",50.199366,50.205096,50.210827,"7",73.494176,"UNC13125155",6.45875445709362,FALSE
"ENSMUSP00000111242","ENSMUSG00000004631","Sgce","6",4.67435,4.710777,4.747204,"6",84.630357,"UNC11517152",6.45855285137405,FALSE
"ENSMUSP00000028817","ENSMUSG00000027342","Pcna","2",132.249162,132.251238,132.253314,"1",183.564105,"JAX00278797",6.45827870919506,FALSE
"ENSMUSP00000100059","ENSMUSG00000040359","Ufl1","4",25.2486,25.26521,25.281821,"10",116.39719,"UNC18792779",6.45823507433754,FALSE
"ENSMUSP00000110401","ENSMUSG00000063275","Ptpla","2",13.975563,14.015849,14.056135,"12",98.616962,"UNC120210236",6.45806729297655,FALSE
"ENSMUSP00000110491","ENSMUSG00000024219","Anks1","17",27.90934,27.98597,28.0626,"3",140.287926,"UNC6381993",6.45804003696978,FALSE
"ENSMUSP00000102865","ENSMUSG00000008575","Nfib","4",82.290173,82.497962,82.70575,"14",112.754106,"UNC140359623",6.45784248345205,FALSE
"ENSMUSP00000034326","ENSMUSG00000031862","Atp13a1","8",69.791163,69.799456,69.807749,"2",114.072775,"UNC3780649",6.4570309803365,FALSE
"ENSMUSP00000129447","ENSMUSG00000043639","Rbm20","19",53.677306,53.772193,53.86708,"7",44.788339,"UNC12723116",6.45702530398511,FALSE
"ENSMUSP00000100329","ENSMUSG00000094689","Ighv1-81","12",115.920279,115.920496,115.920712,"2",68.010029,"UNC3255786",6.45685971243249,FALSE
"ENSMUSP00000021486","ENSMUSG00000021079","Timm9","12",71.123173,71.129924,71.136675,"9",85.519695,"UNC16790828",6.45658342238593,FALSE
"ENSMUSP00000064655","ENSMUSG00000054422","Fabp1","6",71.199827,71.202425,71.205023,"7",138.685428,"UNC13975451",6.4565409449376,FALSE
"ENSMUSP00000034539","ENSMUSG00000032040","Dcps","9",35.124408,35.150234,35.176061,"10",46.19869,"UNC17884691",6.45640815342238,FALSE
"ENSMUSP00000099790","ENSMUSG00000028552","Eps15","4",109.280268,109.334042,109.387817,"8",119.058399,"UNC15612605",6.45640622854998,FALSE
"ENSMUSP00000023851","ENSMUSG00000023089","Ndufa5","6",24.518666,24.52334,24.528013,"X",56.95788,"UNC30847273",6.45631710799741,FALSE
"ENSMUSP00000046639","ENSMUSG00000033624","Pdpr","8",111.09463,111.115852,111.137074,"11",41.986046,"JAX00026662",6.45604873620895,FALSE
"ENSMUSP00000100104","ENSMUSG00000096336","Igkv1-135","6",67.609745,67.610126,67.610508,"18",73.210426,"UNC29583651",6.45595662339339,FALSE
"ENSMUSP00000119975","ENSMUSG00000008683","Rps15a","7",118.104378,118.110282,118.116186,"X",12.286671,"UNC30656656",6.45586451190971,FALSE
"ENSMUSP00000126180","ENSMUSG00000066306","Numa1","7",101.969843,101.992401,102.014959,"16",73.593389,"UNC27113387",6.45583409312295,FALSE
"ENSMUSP00000091051","ENSMUSG00000031691","Tnpo2","8",85.036915,85.047249,85.057583,"4",123.070677,"UNC8120169",6.45583368658609,FALSE
"ENSMUSP00000118048","ENSMUSG00000070972","Dnajc25","4",58.995062,59.010318,59.025573,"3",143.324338,"UNC6430528",6.45569238074257,FALSE
"ENSMUSP00000032946","ENSMUSG00000030704","Rab6a","7",100.60741,100.624339,100.641268,"16",9.37757,"UNC26315608",6.45554959019633,FALSE
"ENSMUSP00000031627","ENSMUSG00000029623","Pdap1","5",145.128769,145.134504,145.140238,"5",117.349103,"UNC9996029",6.4554893745464,FALSE
"ENSMUSP00000094318","ENSMUSG00000061118","Dnajc30","5",135.064206,135.064786,135.065365,"3",110.946398,"UNC5959966",6.45545107082658,FALSE
"ENSMUSP00000103068","ENSMUSG00000028393","Alad","4",62.509169,62.514544,62.519918,"11",35.558794,"UNC19405264",6.45536300694824,FALSE
"ENSMUSP00000108148","ENSMUSG00000071708","Sms","X",157.443855,157.468071,157.492287,"X",38.279791,"UNC30752337",6.4549265546905,FALSE
"ENSMUSP00000116898","ENSMUSG00000062646","Ganc","2",120.403896,120.432798,120.4617,"9",27.529571,"UNC16045772",6.45413809859137,FALSE
"ENSMUSP00000083281","ENSMUSG00000008036","Ap2s1","7",16.73841,16.743852,16.749294,"2",109.523816,"backupUNC020481462",6.45405904781623,FALSE
"ENSMUSP00000020856","ENSMUSG00000020547","Bzw2","12",36.091846,36.124336,36.156825,"11",32.157125,"UNC19359353",6.45391897449519,FALSE
"ENSMUSP00000083077","ENSMUSG00000007097","Atp1a2","1",172.271709,172.284886,172.298064,"9",31.872728,"JAX00169725",6.45370941113835,FALSE
"ENSMUSP00000034801","ENSMUSG00000032263","Bckdhb","9",83.92515,84.024694,84.124239,"10",30.921641,"UNC17684882",6.45362836491117,FALSE
"ENSMUSP00000123325","ENSMUSG00000079316","Rab9","X",166.457253,166.46856,166.479867,"19",24.004489,"UNC30087701",6.45338495412916,FALSE
"ENSMUSP00000011934","ENSMUSG00000051747","Ttn","2",76.70398,76.843264,76.982547,"5",130.300758,"UNC10168352",6.45336409107727,FALSE
"ENSMUSP00000020886","ENSMUSG00000020572","Nampt","12",32.820335,32.836852,32.853369,"11",115.35116,"UNC20460357",6.45307695300061,FALSE
"ENSMUSP00000003029","ENSMUSG00000002949","Timm44","8",4.259731,4.267822,4.275913,"6",126.286037,"UNC12033300",6.45306498348442,FALSE
"ENSMUSP00000078878","ENSMUSG00000032939","Nup93","8",94.214597,94.264832,94.315066,"3",135.471025,"UNC6310630",6.45304593847934,FALSE
"ENSMUSP00000106090","ENSMUSG00000027206","Cops2","2",125.830304,125.844722,125.859139,"2",142.036459,"UNC4112710",6.4529269449191,FALSE
"ENSMUSP00000139226","ENSMUSG00000032352","Lrrc1","9",77.430823,77.487846,77.54487,"12",11.150871,"UNC20624337",6.45286404953518,FALSE
"ENSMUSP00000027421","ENSMUSG00000026219","Trip12","1",84.721189,84.780246,84.839304,"6",136.081377,"JAX00627468",6.45248869136824,FALSE
"ENSMUSP00000128421","ENSMUSG00000032097","Ddx6","9",44.604892,44.622812,44.640731,"7",43.926124,"UNC12712841",6.45239489155719,FALSE
"ENSMUSP00000014290","ENSMUSG00000026786","Apbb1ip","2",22.774094,22.824874,22.875653,"5",26.725778,"UNC8841943",6.45227964850183,FALSE
"ENSMUSP00000099509","ENSMUSG00000003660","Snrnp200","2",127.208386,127.224418,127.240451,"6",135.722761,"UNC12160846",6.45225090126978,FALSE
"ENSMUSP00000035163","ENSMUSG00000033688","1300017J02Rik","9",103.250522,103.277802,103.305082,"9",98.508544,"UNC090191994",6.45195794515344,FALSE
"ENSMUSP00000022946","ENSMUSG00000022323","Hrsp12","15",34.484021,34.489638,34.495255,"17",62.94313,"UNC28163224",6.4517416016474,FALSE
"ENSMUSP00000112638","ENSMUSG00000028779","Pef1","4",130.102558,130.115346,130.128135,"16",92.788865,"UNC27410199",6.45153712749621,FALSE
"ENSMUSP00000027769","ENSMUSG00000026492","Tfb2m","1",179.528055,179.537161,179.546267,"7",16.259511,"JAX00632402",6.45118079252081,FALSE
"ENSMUSP00000023062","ENSMUSG00000022427","Tomm22","15",79.670861,79.671862,79.672862,"7",75.076372,"UNC13148935",6.44937973523441,FALSE
